"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Boby Johnson","Rockies","0","0","6.73","0","1","0","1.0","1","1","0","1","1","1.86","5.75","6.20","6.75","0.0","0.0","999.0","sa3006983"
"Jared Poche'","","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.72","5.74","5.23","6.41","0.0","0.0","999.0","sa857617"
"Isaac Schlabach","","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.72","5.51","5.18","6.29","0.0","0.0","999.0","sa875796"
"Sasagi Sanchez","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.78","5.81","5.81","6.42","0.0","0.0","999.0","sa824742"
"Kellen Rholl","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.90","6.93","7.62","6.41","0.0","0.0","999.0","sa3007258"
"Angel Padron","","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.80","5.97","6.20","6.42","0.0","0.0","999.0","sa873319"
"Henry Henry","","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.76","5.78","5.71","6.26","0.0","0.0","999.0","sa918121"
"Patrick Hope","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.68","5.50","4.58","6.42","0.0","0.0","999.0","sa737628"
"Deivy Mendez","","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.81","6.84","6.59","6.42","0.0","0.0","999.0","sa737357"
"Matthew Hammonds","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.87","5.87","6.92","6.88","0.0","0.0","999.0","sa3004711"
"Jorge Perez","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.80","5.47","5.84","6.42","0.0","0.0","999.0","sa3008628"
"Nicholas Highberger","","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.86","5.57","6.50","6.30","0.0","0.0","999.0","sa872728"
"Guillermo Trujillo","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.74","5.65","5.21","6.43","0.0","0.0","999.0","sa3001064"
"Nolan Hoffman","","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.86","6.12","6.99","6.46","0.0","0.0","999.0","sa3007471"
"James Pazos","Dodgers","0","0","4.81","0","3","0","3.0","3","2","0","2","1","1.48","7.23","4.06","5.10","0.0","0.0","999.0","13323"
"Eduardo Rivera","","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.87","7.73","7.57","6.43","0.0","0.0","999.0","sa597029"
"Ryan Luna","","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.81","5.55","5.94","6.43","0.0","0.0","999.0","sa918646"
"Sean Barry","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.86","6.25","7.00","6.33","0.0","0.0","999.0","sa3005214"
"Jose Meraz","","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.81","5.78","6.22","6.43","0.0","0.0","999.0","sa509483"
"Fredy Quintero","","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.79","5.89","5.96","6.43","0.0","0.0","999.0","sa456031"
"Christian Morris","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.75","6.35","5.68","6.43","0.0","0.0","999.0","sa873958"
"Slater Lee","","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.81","5.87","6.20","6.31","0.0","0.0","999.0","sa3004224"
"Clay Helvey","Giants","0","0","5.84","0","1","0","1.0","1","1","0","1","1","1.82","6.30","6.62","6.02","0.0","0.0","999.0","sa3007459"
"John Gray","","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.81","5.37","5.89","6.44","0.0","0.0","999.0","sa3007723"
"Rogelio Martinez","","0","0","6.35","0","1","0","1.0","1","1","0","1","1","1.73","5.46","4.97","6.44","0.0","0.0","999.0","sa651344"
"Melvin Jimenez","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.72","7.60","6.25","6.30","0.0","0.0","999.0","sa917739"
"Austin Smith","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.77","6.28","6.02","6.28","0.0","0.0","999.0","sa874790"
"Bryan Pall","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.81","6.77","6.75","6.48","0.0","0.0","999.0","sa3008614"
"Caleb Freeman","White Sox","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.83","7.06","6.79","6.54","0.0","0.0","999.0","sa3011339"
"Christopher Muller","","0","0","5.98","0","1","0","1.0","1","1","0","1","1","1.79","7.10","6.80","6.29","0.0","0.0","999.0","sa3006811"
"Carlos Machorro","","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.80","7.00","6.53","6.45","0.0","0.0","999.0","sa877615"
"Carlos Morales","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.83","6.17","6.33","6.45","0.0","0.0","999.0","sa3002602"
"Chris Roberts","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.84","6.96","6.92","6.45","0.0","0.0","999.0","sa3007237"
"Nicolas Laio","Rangers","0","0","6.64","0","1","0","1.0","1","1","0","1","1","1.95","5.83","7.39","6.81","0.0","0.0","999.0","sa3009861"
"Carlos Chavez","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.77","5.57","5.49","6.46","0.0","0.0","999.0","sa977183"
"Ronald Marinaccio","","0","0","6.53","0","1","0","1.0","1","1","0","1","1","1.86","6.76","6.83","6.71","0.0","0.0","999.0","sa3004593"
"Rodolfo Aguilar","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.84","5.81","6.41","6.46","0.0","0.0","999.0","sa542044"
"Norman Elenes","","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.84","5.27","6.17","6.46","0.0","0.0","999.0","sa504948"
"Matt Pidich","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.84","6.52","6.42","6.59","0.0","0.0","999.0","sa915680"
"Sandel De La Cruz","","0","0","6.70","0","1","0","1.0","1","1","0","1","1","1.87","6.32","6.59","6.70","0.0","0.0","999.0","sa3004652"
"Benny Suarez","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.78","4.92","5.35","6.46","0.0","0.0","999.0","sa659041"
"Brendan Meyer","","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.84","5.81","6.39","6.47","0.0","0.0","999.0","sa3008158"
"Albinson Volquez","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.85","6.28","6.60","6.47","0.0","0.0","999.0","sa916715"
"Oddanier Mosqueda","","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.87","7.01","7.35","6.42","0.0","0.0","999.0","sa917882"
"Declan Cronin","White Sox","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.86","6.17","6.65","6.57","0.0","0.0","999.0","sa3010252"
"Justin Marsden","","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.76","6.68","6.30","6.31","0.0","0.0","999.0","sa875330"
"Marco Rivas","","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.82","6.05","6.33","6.47","0.0","0.0","999.0","sa3001058"
"Wellington Diaz","Yankees","0","0","6.59","0","1","0","1.0","1","1","0","1","1","1.85","6.05","6.31","6.73","0.0","0.0","999.0","sa3004579"
"Gabino Avalos","","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.84","6.78","6.86","6.48","0.0","0.0","999.0","sa729437"
"Cody Smith","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.81","6.44","6.33","6.36","0.0","0.0","999.0","sa3007937"
"Elias Espino","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.79","6.35","6.12","6.48","0.0","0.0","999.0","sa3002801"
"Chase Williams","","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.85","6.65","6.85","6.48","0.0","0.0","999.0","sa602567"
"Edwin Salas","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.79","5.27","5.52","6.48","0.0","0.0","999.0","sa509482"
"Jose Quezada","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.87","6.56","7.09","6.32","0.0","0.0","999.0","sa3008375"
"Angel Perdomo","Brewers","1","1","4.30","0","15","0","15.0","13","7","2","17","9","1.44","10.41","5.33","4.72","0.0","0.0","999.0","17759"
"Jonathan Teaney","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.88","6.90","7.30","6.47","0.0","0.0","999.0","sa829674"
"Tomas Solis","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.73","4.52","4.71","6.48","0.0","0.0","999.0","sa508197"
"Oscar Hurtado","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.82","6.24","6.30","6.48","0.0","0.0","999.0","sa210450"
"Michael York","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.70","6.32","5.59","6.32","0.0","0.0","999.0","sa918008"
"Irving Machuca","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.80","6.89","6.50","6.49","0.0","0.0","999.0","sa3008641"
"Hansel Paulino","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.82","6.48","6.43","6.49","0.0","0.0","999.0","sa828144"
"Jose Haros","","0","0","6.38","0","1","0","1.0","1","1","0","1","1","1.81","5.93","5.99","6.49","0.0","0.0","999.0","sa3005399"
"Christian Prado","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.80","6.12","6.04","6.50","0.0","0.0","999.0","sa3005425"
"Erbert Gonzalez","","0","0","6.33","0","1","0","1.0","1","1","0","1","1","1.85","7.22","7.07","6.50","0.0","0.0","999.0","sa829868"
"Luis Ledo","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.84","6.82","6.82","6.60","0.0","0.0","999.0","sa740812"
"Garrett Suchey","","0","0","6.33","0","1","0","1.0","1","1","0","1","1","1.80","6.09","6.12","6.50","0.0","0.0","999.0","sa3006097"
"Robert Peace","","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.79","6.07","5.91","6.50","0.0","0.0","999.0","sa875615"
"Jhon Peluffo","","0","0","6.33","0","1","0","1.0","1","1","0","1","1","1.78","6.00","5.83","6.50","0.0","0.0","999.0","sa828540"
"Hildemaro Requena","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.76","5.04","5.08","6.50","0.0","0.0","999.0","sa832269"
"Cameron Alldred","","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.87","6.21","7.06","6.38","0.0","0.0","999.0","sa3006833"
"Linder Castro","","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.79","6.76","6.33","6.50","0.0","0.0","999.0","sa592949"
"Keegan Curtis","","0","0","6.53","0","1","0","1.0","1","1","0","1","1","1.88","6.37","6.87","6.76","0.0","0.0","999.0","sa3007833"
"Eddy Demurias","","0","0","6.56","0","1","0","1.0","1","1","0","1","1","1.88","5.84","6.48","6.63","0.0","0.0","999.0","sa3007852"
"Marco Camarena","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.83","5.74","6.13","6.50","0.0","0.0","999.0","sa506924"
"Nathaniel Bertness","","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.77","6.67","6.22","6.51","0.0","0.0","999.0","sa875697"
"Alex Valverde","","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.75","6.20","5.92","6.34","0.0","0.0","999.0","sa3005207"
"Vanny Valenzuela","","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.78","6.03","5.69","6.51","0.0","0.0","999.0","sa509795"
"Michael Agis","","0","0","6.35","0","1","0","1.0","1","1","0","1","1","1.86","5.94","6.60","6.51","0.0","0.0","999.0","sa3002752"
"Christopher Rocha","","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.79","5.45","5.68","6.51","0.0","0.0","999.0","sa977111"
"Logan Rinehart","","0","0","6.22","0","1","0","1.0","1","1","0","1","1","1.82","5.80","6.40","6.54","0.0","0.0","999.0","sa3010255"
"Esteban Romero","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.78","6.02","5.80","6.51","0.0","0.0","999.0","sa3005404"
"Jared Biddy","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.78","6.43","6.26","6.33","0.0","0.0","999.0","sa3011303"
"Samuel Sisk","","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.86","5.74","6.90","6.33","0.0","0.0","999.0","sa3007612"
"Leonardo Taveras","","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.87","7.18","7.45","6.33","0.0","0.0","999.0","sa3002934"
"Andy Salcido","","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.82","6.29","6.31","6.52","0.0","0.0","999.0","sa3005407"
"Carlos Hernandez","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.77","6.44","5.92","6.52","0.0","0.0","999.0","sa827961"
"Hayden Roberts","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.81","6.10","6.25","6.52","0.0","0.0","999.0","sa3002823"
"Jeff Burke","","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.81","5.85","5.95","6.53","0.0","0.0","999.0","sa857543"
"Michael Burke","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.73","6.01","5.26","6.53","0.0","0.0","999.0","sa829509"
"Felix Bautista","","0","0","6.67","0","1","0","1.0","1","1","0","1","1","1.93","6.21","7.41","6.99","0.0","0.0","999.0","sa737480"
"Jake Kinney","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.87","7.11","7.25","6.53","0.0","0.0","999.0","sa3008401"
"Sergio Alvarado","","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.91","6.71","7.48","6.53","0.0","0.0","999.0","sa977123"
"Salvador Justo","","0","0","6.93","0","1","0","1.0","1","1","0","1","1","1.85","6.05","6.06","6.87","0.0","0.0","999.0","sa737459"
"Geoff Hartlieb","Pirates","1","1","4.51","0","16","0","16.0","16","8","2","14","8","1.51","8.03","4.69","4.69","0.0","0.0","999.0","19558"
"Yosshel Hurtado","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.84","6.20","6.43","6.53","0.0","0.0","999.0","sa829111"
"Rodolfo Aguirre","","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.76","5.76","5.47","6.53","0.0","0.0","999.0","sa447339"
"Julio Pinto","Reds","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.88","7.00","7.07","6.66","0.0","0.0","999.0","sa736965"
"Michael Costanzo","","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.76","6.03","6.04","6.37","0.0","0.0","999.0","sa3007620"
"Nick Starr","Rangers","0","0","6.72","0","1","0","1.0","1","1","0","1","1","1.92","6.37","7.32","6.89","0.0","0.0","999.0","sa3008488"
"Luis Jimenez","Indians","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.83","6.19","6.37","6.52","0.0","0.0","999.0","sa736701"
"Miguel Suero","Red Sox","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.82","5.92","6.21","6.49","0.0","0.0","999.0","sa3006066"
"Michael Mertz","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.80","6.30","6.46","6.25","0.0","0.0","999.0","sa918296"
"Juan Mejia","","0","0","6.56","0","1","0","1.0","1","1","0","1","1","1.94","5.11","7.06","6.90","0.0","0.0","999.0","sa3002949"
"Taylor Henry","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.89","5.48","6.78","6.54","0.0","0.0","999.0","sa875295"
"Kenneth Oakley","","0","0","6.38","0","1","0","1.0","1","1","0","1","1","1.79","6.14","6.02","6.54","0.0","0.0","999.0","sa856279"
"Luis De Luna","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.79","6.17","6.00","6.54","0.0","0.0","999.0","sa977262"
"Tanner Allison","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.87","6.29","6.89","6.54","0.0","0.0","999.0","sa3005032"
"Jeifry Nunez","Rangers","0","0","6.75","0","1","0","1.0","1","1","0","1","1","1.90","5.69","6.78","6.90","0.0","0.0","999.0","sa873542"
"Jesus Tona","Giants","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.74","7.24","6.29","6.12","0.0","0.0","999.0","sa872807"
"Anthony Guerra","","0","0","6.35","0","1","0","1.0","1","1","0","1","1","1.86","5.93","6.59","6.54","0.0","0.0","999.0","sa870202"
"James Tatum","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.83","6.42","6.64","6.55","0.0","0.0","999.0","sa874233"
"Fabian Williamson","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.91","6.56","7.45","6.55","0.0","0.0","999.0","sa328152"
"Zachary Hess","","0","0","6.77","0","1","0","1.0","1","1","0","1","1","1.94","6.33","7.29","6.79","0.0","0.0","999.0","sa3010777"
"Aaron Bogucki","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.76","7.00","6.04","6.55","0.0","0.0","999.0","sa738484"
"Eric Hepple","","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.83","5.82","6.29","6.55","0.0","0.0","999.0","sa3006992"
"Tanner Howell","","0","0","6.39","0","1","0","1.0","1","1","0","1","1","1.82","6.42","6.39","6.55","0.0","0.0","999.0","sa3006839"
"Tim Herrin","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.89","5.80","6.86","6.54","0.0","0.0","999.0","sa3007262"
"Frandy Torres","","0","0","6.48","0","1","0","1.0","1","1","0","1","1","1.87","6.32","6.85","6.64","0.0","0.0","999.0","sa919202"
"Alexis Diaz","Reds","0","0","6.63","0","1","0","1.0","1","1","0","1","1","1.83","6.74","6.39","6.69","0.0","0.0","999.0","sa875576"
"Adrian Ramirez","","0","0","6.42","0","1","0","1.0","1","1","0","1","1","1.73","6.45","5.47","6.56","0.0","0.0","999.0","sa509467"
"Jacob Higginbotham","","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.86","6.35","6.92","6.37","0.0","0.0","999.0","sa3007590"
"Scott Burke","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.72","5.72","5.14","6.56","0.0","0.0","999.0","sa738474"
"Allen Montgomery","","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.90","6.04","7.11","6.44","0.0","0.0","999.0","sa3008245"
"John Gavin","","0","0","5.86","0","1","0","1.0","1","1","0","1","1","1.72","6.77","5.92","6.14","0.0","0.0","999.0","sa829790"
"Martin Sotelo","","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.78","5.31","5.41","6.56","0.0","0.0","999.0","sa509757"
"Bryce Howe","","0","0","6.38","0","1","0","1.0","1","1","0","1","1","1.84","6.04","6.44","6.56","0.0","0.0","999.0","sa3004474"
"Jose Frutos","","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.83","6.12","6.25","6.56","0.0","0.0","999.0","sa3005382"
"Filyer Sanchez","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.74","5.42","5.29","6.57","0.0","0.0","999.0","sa872848"
"Yeison Santana","","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.87","6.08","6.71","6.57","0.0","0.0","999.0","sa828470"
"Rafael Ordaz","","0","0","6.50","0","1","0","1.0","1","1","0","1","1","1.75","5.48","5.14","6.57","0.0","0.0","999.0","sa657895"
"Kyle Hinton","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.90","6.94","7.47","6.57","0.0","0.0","999.0","sa3006981"
"Jorge Quinones","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.82","6.47","6.46","6.57","0.0","0.0","999.0","sa729217"
"Justin Lasko","","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.78","6.00","6.04","6.38","0.0","0.0","999.0","sa1052944"
"Victor Castaneda","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.78","6.36","6.15","6.48","0.0","0.0","999.0","sa978399"
"Hunter Williams","","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.87","6.66","7.11","6.57","0.0","0.0","999.0","sa829599"
"Ben Madison","Giants","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.86","6.47","7.04","6.15","0.0","0.0","999.0","sa3008173"
"Yerelmy Garcia","","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.83","5.23","5.95","6.57","0.0","0.0","999.0","sa917747"
"Manuel Alvarez","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.89","6.92","7.32","6.56","0.0","0.0","999.0","sa3005410"
"Ryan Williamson","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.82","5.88","6.20","6.58","0.0","0.0","999.0","sa3008258"
"Ryan Campbell","","0","0","6.64","0","1","0","1.0","1","1","0","1","1","1.88","6.09","6.53","6.71","0.0","0.0","999.0","sa3006636"
"Justin Watts","","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.82","6.86","6.51","6.58","0.0","0.0","999.0","sa3004365"
"John Timmins","Giants","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.79","6.26","6.14","6.16","0.0","0.0","999.0","sa918821"
"Connor Coward","","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.84","6.37","6.53","6.58","0.0","0.0","999.0","sa3007910"
"Peter Bayer","","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.87","6.94","7.27","6.46","0.0","0.0","999.0","sa918152"
"Logan Stoelke","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.81","6.66","6.53","6.46","0.0","0.0","999.0","sa3006762"
"Aneurys Zabala","","0","0","6.61","0","1","0","1.0","1","1","0","1","1","1.91","6.31","7.00","6.72","0.0","0.0","999.0","sa828514"
"Normand Mendoza","","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.86","6.31","6.70","6.59","0.0","0.0","999.0","sa3008175"
"Joshua Reagan","","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.83","5.72","6.41","6.46","0.0","0.0","999.0","sa3004830"
"Nelson Leon","","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.84","6.14","6.49","6.59","0.0","0.0","999.0","sa828241"
"Christopher Viall","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.83","7.37","7.27","6.40","0.0","0.0","999.0","sa738995"
"Humberto Montiel","","0","0","6.47","0","1","0","1.0","1","1","0","1","1","1.84","6.01","6.36","6.59","0.0","0.0","999.0","sa3005247"
"Ethan Larrison","","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.85","6.25","6.68","6.59","0.0","0.0","999.0","sa3006767"
"Kyle Funkhouser","Tigers","1","1","4.94","0","22","0","22.0","22","12","3","20","11","1.54","8.22","4.70","4.97","0.0","0.0","999.0","19456"
"Nathaniel Hadley","","0","0","6.51","0","1","0","1.0","1","1","0","1","1","1.88","6.55","7.05","6.68","0.0","0.0","999.0","sa3010553"
"Conner O'Neil","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.76","6.31","6.06","6.40","0.0","0.0","999.0","sa915599"
"Michael LoPresti","","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.89","5.07","6.46","6.60","0.0","0.0","999.0","sa3006984"
"Michael Morrison","","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.82","6.77","6.52","6.60","0.0","0.0","999.0","sa918612"
"Tyler Day","","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.85","6.34","6.65","6.60","0.0","0.0","999.0","sa3004105"
"Jerry D'Andrea","","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.97","7.09","8.06","6.73","0.0","0.0","999.0","sa3007275"
"Marcos Lantigua","Red Sox","0","0","6.48","0","1","0","1.0","1","1","0","1","1","1.85","5.06","5.99","6.55","0.0","0.0","999.0","sa830637"
"Alberto Leyva","","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.81","5.87","6.09","6.60","0.0","0.0","999.0","sa914411"
"Blake Bennett","","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.87","5.96","6.66","6.60","0.0","0.0","999.0","sa3007940"
"Elroy Urbina","","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.89","6.18","7.11","6.60","0.0","0.0","999.0","sa599414"
"Nickolas Gruener","","0","0","6.82","0","1","0","1.0","1","1","0","1","1","1.85","4.85","5.95","7.07","0.0","0.0","999.0","sa918503"
"Adrian Rodriguez","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.74","5.65","5.18","6.60","0.0","0.0","999.0","sa877346"
"Brian Glowicki","","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.77","6.14","5.74","6.61","0.0","0.0","999.0","sa3004826"
"Jorge Labrador","","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.83","6.32","6.60","6.18","0.0","0.0","999.0","sa916839"
"Michael Bunal","","0","0","6.99","0","1","0","1.0","1","1","0","1","1","1.95","5.39","6.84","6.95","0.0","0.0","999.0","sa918362"
"Rodney Hutchison","Yankees","0","0","6.66","0","1","0","1.0","1","1","0","1","1","1.93","5.88","7.09","6.87","0.0","0.0","999.0","sa3008162"
"John Olson","White Sox","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.87","5.96","6.64","6.71","0.0","0.0","999.0","sa3002779"
"Carlos Pech","","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.83","6.25","6.42","6.61","0.0","0.0","999.0","sa914287"
"Juan Lopez","","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.86","6.09","6.63","6.61","0.0","0.0","999.0","sa881080"
"Trevor Horn","","0","0","6.49","0","1","0","1.0","1","1","0","1","1","1.81","5.72","5.92","6.62","0.0","0.0","999.0","sa3007457"
"Allan Winans","","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.83","5.99","6.59","6.43","0.0","0.0","999.0","sa3007580"
"Cory Malcom","","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.88","6.67","7.07","6.62","0.0","0.0","999.0","sa873950"
"Justin Hagenman","","0","0","6.22","0","1","0","1.0","1","1","0","1","1","1.75","5.42","5.39","6.47","0.0","0.0","999.0","sa3008022"
"Javier Reynoso","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.87","6.16","6.78","6.62","0.0","0.0","999.0","sa505523"
"John Brebbia","Giants","1","1","4.51","0","15","0","15.0","14","8","3","16","6","1.31","9.32","3.39","4.57","0.0","0.0","999.0","12777"
"Max Knutson","","0","0","6.65","0","1","0","1.0","1","1","0","1","1","1.95","6.20","7.69","7.09","0.0","0.0","999.0","sa856181"
"Luis Daniel","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.83","5.64","5.99","6.63","0.0","0.0","999.0","sa509419"
"Matthew De La Rosa","","0","0","6.83","0","1","0","1.0","1","1","0","1","1","1.88","6.23","6.85","7.10","0.0","0.0","999.0","sa918741"
"Michael Henley","","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.84","5.92","6.31","6.53","0.0","0.0","999.0","sa3011335"
"Tyler Buffett","","0","0","6.72","0","1","0","1.0","1","1","0","1","1","1.90","6.03","6.66","6.76","0.0","0.0","999.0","sa918044"
"Julio Robaina","Astros","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.92","6.57","7.56","6.53","0.0","0.0","999.0","sa3006817"
"Nicolas Heredia","","0","0","6.48","0","1","0","1.0","1","1","0","1","1","1.80","6.21","6.08","6.63","0.0","0.0","999.0","sa733608"
"John Ghyzel","","0","0","6.65","0","1","0","1.0","1","1","0","1","1","1.92","6.74","7.33","6.76","0.0","0.0","999.0","sa3004473"
"Gabriel Castellanos","","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.92","6.02","7.33","6.63","0.0","0.0","999.0","sa597044"
"Yoelvin Silven","White Sox","0","0","6.50","0","1","0","1.0","1","1","0","1","1","1.84","5.68","6.21","6.73","0.0","0.0","999.0","sa3006619"
"Oswaldo Martinez","","0","0","6.55","0","1","0","1.0","1","1","0","1","1","1.81","5.01","5.51","6.64","0.0","0.0","999.0","sa393077"
