"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Kyle Lewis","Mariners","149","650","576","133","24","1","23","71","76","64","187","4","6","3","",".231",".310",".395",".705",".302","","90","0.3","-2.3","","-8.1","0.1","1.5","","140.4","19508"
"Jacob Stallings","Pirates","87","342","308","76","17","1","7","35","35","26","79","4","2","1","",".248",".312",".382",".693",".296","","81","-0.4","0.3","","-9.0","7.6","1.5","","422.9","13723"
"Miguel Sano","Twins","149","619","535","123","24","1","38","85","96","72","229","4","2","1","",".231",".324",".493",".817",".340","","111","-1.1","-2.3","","7.7","-14.7","1.4","","194.1","12164"
"Ryan Mountcastle","Orioles","138","578","535","147","27","1","26","70","81","32","130","5","3","1","",".275",".320",".475",".795",".332","","107","-0.6","0.3","","4.4","-10.2","1.4","","146.8","18373"
"Shohei Ohtani","Angels","115","492","433","112","21","2","25","68","74","51","133","3","13","5","",".259",".339",".489",".828",".346","","117","0.0","0.0","","10.6","-13.4","1.4","","226.2","19755"
"Mike Yastrzemski","Giants","149","659","577","141","31","6","21","85","73","66","170","7","7","3","",".245",".328",".430",".757",".320","","99","0.0","0.3","","-1.0","-6.2","1.4","","136.5","14854"
"Jonathan Schoop","Tigers","125","518","476","122","23","3","23","63","70","27","122","8","2","1","",".256",".304",".458",".762",".318","","95","0.0","-3.4","","-3.1","-1.2","1.4","","401.2","11265"
"Mitch Haniger","Mariners","136","607","527","127","26","2","25","79","69","63","157","9","7","3","",".240",".329",".437",".766",".325","","105","-0.9","-0.2","","3.4","-11.0","1.3","","256.5","14274"
"Wilson Ramos","Tigers","72","294","266","76","13","1","11","36","39","22","49","2","1","0","",".285",".342",".461",".803",".338","","109","-1.8","-1.5","","1.6","4.3","1.3","","288.3","1433"
"Enrique Hernandez","Red Sox","99","405","357","90","20","2","16","53","52","39","81","4","3","1","",".252",".330",".451",".781",".329","","100","0.3","-0.5","","0.4","-1.0","1.3","","408.5","10472"
"Jake Cronenworth","Padres","103","422","375","102","22","3","8","49","46","38","72","5","8","3","",".272",".344",".407",".751",".323","","100","-0.3","0.1","","-0.1","0.1","1.3","","186.1","18036"
"Yandy Diaz","Rays","107","468","400","107","20","1","10","55","48","59","87","3","3","1","",".268",".364",".397",".761",".330","","109","-0.4","1.0","","5.2","-8.2","1.3","","483.6","16578"
"Rio Ruiz","Orioles","120","489","436","108","21","2","17","55","58","44","105","2","3","2","",".247",".317",".419",".736",".312","","93","-0.7","-1.0","","-4.9","1.0","1.3","","535.5","14103"
"Hunter Dozier","Royals","144","622","548","134","27","6","21","74","77","63","168","4","5","2","",".245",".326",".428",".754",".320","","97","-1.0","-5.9","","-3.7","-5.0","1.3","","240.1","15117"
"Bryan Reynolds","Pirates","138","596","529","140","28","4","18","72","69","54","141","5","6","3","",".264",".336",".431",".766",".326","","101","-0.8","-2.4","","-0.2","-5.9","1.3","","311.7","19326"
"Mitch Garver","Twins","71","302","263","64","13","1","12","40","38","32","81","3","1","1","",".242",".328",".442",".771",".327","","102","-0.5","-1.4","","0.3","4.2","1.3","","198.8","15161"
"Adam Frazier","Pirates","122","530","473","125","27","3","11","62","51","42","78","7","6","3","",".265",".331",".401",".732",".314","","93","0.3","-1.2","","-4.9","0.8","1.3","","489.6","15223"
"Austin Meadows","Rays","117","522","463","117","24","3","22","70","65","46","123","6","11","4","",".253",".326",".461",".786",".330","","109","-0.6","-1.9","","5.2","-10.6","1.3","","96.4","15672"
"Manuel Margot","Rays","105","432","388","97","20","2","11","49","46","35","81","3","18","7","",".251",".316",".397",".713",".305","","92","0.7","4.8","","-3.8","1.6","1.3","","264.1","14712"
"Jason Heyward","Cubs","130","536","463","115","20","3","15","64","60","62","100","5","5","2","",".249",".341",".406",".746",".320","","96","0.8","3.9","","-1.8","-2.6","1.3","","472.0","4940"
"Keston Hiura","Brewers","140","601","539","136","27","2","28","77","85","43","168","12","11","5","",".252",".320",".467",".787",".329","","101","-0.4","3.2","","0.2","-6.9","1.2","","69.6","20003"
"Joey Votto","Reds","150","674","557","141","27","1","23","94","76","101","136","7","3","1","",".254",".372",".432",".803",".346","","110","-3.9","-1.6","","5.0","-14.1","1.2","","378.3","4314"
"Nick Ahmed","Diamondbacks","149","593","533","130","28","3","17","64","67","48","119","4","7","3","",".244",".309",".401",".710",".302","","83","0.8","-1.2","","-12.9","6.3","1.2","","422.5","12147"
"Elvis Andrus","Athletics","139","608","560","141","30","3","13","66","64","37","97","5","17","7","",".252",".301",".382",".684",".292","","84","1.8","-4.9","","-11.0","2.1","1.2","","440.4","8709"
"Robbie Grossman","Tigers","128","535","455","117","24","3","14","65","57","68","101","5","10","4","",".258",".357",".416",".774",".333","","105","-0.9","-2.7","","2.7","-9.1","1.2","","391.6","5254"
"Tommy Edman","Cardinals","118","520","473","126","22","4","12","64","54","33","97","7","13","5","",".266",".320",".407",".727",".310","","92","1.2","-1.4","","-4.0","-0.4","1.2","","131.9","19470"
"Eduardo Escobar","Diamondbacks","141","607","548","136","26","5","22","72","79","48","122","5","3","2","",".248",".312",".437",".748",".312","","89","-0.2","-0.9","","-8.8","1.4","1.2","","313.8","6153"
"Nate Lowe","Rangers","126","519","449","117","22","1","23","65","69","60","125","5","2","1","",".260",".350",".467",".817",".344","","106","0.0","0.7","","3.7","-10.0","1.2","","340.6","19566"
"Trey Mancini","Orioles","123","546","487","127","23","1","24","71","72","46","129","7","2","1","",".261",".331",".466",".797",".335","","108","0.0","-0.1","","5.8","-13.0","1.2","","167.9","15149"
"Brandon Crawford","Giants","128","517","459","111","25","1","13","55","56","45","117","6","4","2","",".241",".314",".386",".700",".298","","84","-0.6","0.3","","-11.4","6.7","1.2","","534.5","5343"
"Ji-Man Choi","Rays","107","458","389","94","21","1","17","57","55","59","113","5","3","1","",".241",".345",".427",".773",".330","","109","-0.6","0.3","","4.6","-8.9","1.2","","537.4","5452"
"Austin Barnes","Dodgers","53","206","176","39","8","0","5","24","21","24","52","4","3","1","",".223",".324",".354",".679",".296","","84","-0.1","-0.1","","-4.3","3.9","1.1","","559.1","12158"
"Alex Dickerson","Giants","106","455","405","111","23","3","18","60","61","39","93","6","2","1","",".274",".343",".475",".818",".342","","113","-0.5","-4.8","","7.2","-10.3","1.1","","328.4","12649"
"Victor Robles","Nationals","149","594","529","131","27","3","16","72","68","39","135","17","21","9","",".248",".317",".402",".719",".307","","85","0.4","0.9","","-11.0","3.4","1.1","","161.0","18363"
"Andrew McCutchen","Phillies","136","621","528","130","23","1","25","89","69","76","139","7","9","3","",".245",".346",".439",".785",".336","","106","-1.7","-4.7","","3.1","-11.5","1.1","","194.5","9847"
"Adam Eaton","White Sox","125","559","487","124","22","4","14","72","56","54","102","10","9","3","",".254",".339",".400",".738",".319","","99","0.4","-1.6","","-0.3","-7.9","1.1","","376.1","11205"
"Nick Solak","Rangers","128","549","489","129","23","1","17","64","64","46","117","7","9","4","",".264",".334",".421",".755",".322","","91","0.2","-4.1","","-6.0","-2.0","1.1","","174.9","19294"
"David Peralta","Diamondbacks","133","566","511","138","27","3","18","67","73","45","122","5","2","1","",".269",".331",".442",".773",".327","","99","-0.5","0.7","","-1.4","-5.6","1.1","","273.4","2136"
"Evan Longoria","Giants","104","441","401","100","20","2","16","51","58","29","98","6","2","1","",".250",".308",".433",".741",".312","","94","-0.4","-0.1","","-4.2","1.2","1.1","","450.4","9368"
"Justin Upton","Angels","131","552","480","112","20","1","27","70","78","58","163","8","4","2","",".233",".324",".451",".775",".328","","104","-0.1","-4.4","","3.0","-11.3","1.1","","395.6","5222"
"Mike Zunino","Rays","86","333","298","58","12","1","14","36","39","26","119","5","2","1","",".196",".269",".386",".655",".278","","74","-0.8","1.3","","-11.8","8.5","1.1","","534.2","13265"
"Jackie Bradley Jr.","","128","504","438","98","19","1","18","58","58","50","134","9","9","4","",".225",".313",".396",".710",".304","","86","0.9","0.1","","-8.2","2.3","1.1","","385.1","12984"
"Gavin Lux","Dodgers","98","393","352","91","17","2","13","49","49","33","82","2","6","3","",".258",".324",".427",".750",".319","","99","0.0","-1.9","","-0.7","-1.0","1.1","","250.8","19955"
"Stephen Piscotty","Athletics","130","534","476","117","25","1","20","62","66","45","124","7","4","2","",".245",".317",".429",".746",".317","","100","-0.2","-1.4","","0.0","-7.9","1.1","","482.6","13367"
"Orlando Arcia","Brewers","131","513","464","117","22","2","14","56","59","38","100","4","7","3","",".252",".311",".399",".711",".302","","83","0.4","-1.5","","-10.9","5.1","1.1","","505.5","13185"
"Jason Castro","Astros","71","278","241","50","11","1","9","30","30","30","93","3","1","1","",".206",".298",".364",".662",".287","","80","-1.0","0.5","","-8.0","6.4","1.0","","511.1","8722"
"Josh Naylor","Indians","113","464","413","113","22","2","16","58","59","40","74","4","4","2","",".274",".341",".454",".795",".335","","106","-0.2","0.4","","3.4","-9.1","1.0","","449.6","18839"
"Jesus Aguilar","Marlins","122","511","444","110","21","1","22","62","66","55","119","5","2","1","",".247",".335",".443",".778",".331","","108","-1.1","0.2","","4.0","-9.9","1.0","","334.1","11342"
"Andres Gimenez","Indians","92","370","338","88","17","3","9","42","41","20","76","7","16","7","",".260",".314",".405",".718",".306","","86","0.1","-0.3","","-6.4","3.8","1.0","","179.5","19950"
"Clint Frazier","Yankees","138","565","499","122","26","2","24","72","77","53","150","7","6","3","",".245",".324",".448",".772",".326","","103","-0.9","-3.6","","1.0","-10.5","1.0","","184.1","15983"
"Brett Gardner","","104","425","370","89","16","4","12","51","47","46","91","4","8","3","",".241",".329",".403",".732",".315","","94","1.0","1.1","","-2.6","-1.6","1.0","","590.9","9927"
"Tucker Barnhart","Reds","96","381","331","75","15","1","10","42","39","41","84","3","2","1","",".227",".315",".366",".681",".294","","76","-1.6","3.5","","-13.6","11.5","1.0","","498.3","10200"
"Randal Grichuk","Blue Jays","96","410","375","92","20","2","22","54","62","26","105","4","2","1","",".245",".299",".478",".777",".322","","100","0.0","-0.9","","0.2","-4.7","1.0","","223.1","10243"
"Joey Wendle","Rays","96","397","360","92","19","3","7","42","39","24","77","8","10","4","",".257",".314",".381",".695",".298","","87","0.3","0.4","","-6.2","2.1","1.0","","321.0","13853"
"A.J. Pollock","Dodgers","126","531","481","119","24","1","25","70","75","37","122","7","7","3","",".248",".309",".458",".767",".321","","100","0.0","-1.4","","0.1","-7.5","1.0","","191.7","9256"
"Nicky Lopez","Royals","130","522","469","124","24","2","6","55","48","41","74","4","9","4","",".265",".327",".365",".692",".301","","83","-0.5","0.5","","-11.7","3.0","0.9","","596.9","19339"
"Jared Walsh","Angels","109","451","401","98","19","2","22","59","63","39","132","5","1","1","",".244",".316",".467",".783",".327","","104","-0.4","0.9","","2.0","-8.2","0.9","","208.5","18607"
"Yuli Gurriel","Astros","146","609","561","152","32","2","22","74","84","35","81","6","4","2","",".271",".318",".455",".773",".325","","106","-1.2","-2.7","","3.1","-14.9","0.9","","305.3","19198"
"Maikel Franco","","100","406","366","93","18","1","18","50","56","32","63","2","1","1","",".255",".317",".458",".775",".319","","97","-0.6","-2.1","","-2.4","-1.7","0.9","","468.3","12179"
"Wil Myers","Padres","144","598","527","125","27","2","25","76","79","60","179","4","13","5","",".237",".316",".440",".757",".320","","98","1.1","-2.7","","-0.2","-9.5","0.9","","133.3","10047"
"Donovan Solano","Giants","126","537","497","141","29","2","8","58","55","28","100","5","2","1","",".284",".326",".396",".723",".309","","92","-0.9","-4.2","","-6.8","-1.0","0.9","","506.5","8623"
"Carter Kieboom","Nationals","115","458","397","96","18","1","12","51","50","48","107","6","4","2","",".243",".332",".382",".714",".310","","87","-0.3","0.6","","-8.2","2.8","0.9","","476.7","19958"
"Teoscar Hernandez","Blue Jays","147","614","549","131","25","3","32","80","90","54","193","4","9","4","",".239",".310",".467",".776",".324","","102","0.1","-2.9","","1.4","-13.9","0.9","","76.5","13066"
"Charlie Blackmon","Rockies","136","609","545","154","30","4","25","85","80","49","116","8","6","3","",".283",".348",".486",".834",".348","","100","-0.3","-3.8","","0.1","-10.6","0.9","","84.1","7859"
"Alejandro Kirk","Blue Jays","53","212","189","54","12","1","7","28","28","18","33","2","2","1","",".284",".350",".468",".818",".345","","116","-0.2","-0.1","","4.1","-1.5","0.9","","999.0","22581"
"Victor Caratini","Padres","53","213","188","48","10","0","5","24","24","19","47","3","1","1","",".253",".329",".397",".726",".312","","93","-0.1","-0.1","","-2.0","3.4","0.9","","492.2","14968"
"Austin Hedges","Indians","47","182","164","35","7","0","7","20","22","13","54","2","2","1","",".213",".278",".393",".670",".282","","70","-0.3","0.3","","-7.2","4.1","0.9","","597.5","12976"
"Luis Urias","Brewers","84","338","295","73","14","2","8","37","35","33","73","5","4","2","",".246",".330",".385",".715",".310","","88","-0.3","1.5","","-5.5","3.6","0.9","","424.2","16622"
"Franchy Cordero","Red Sox","100","404","364","96","23","2","14","52","53","31","117","4","8","3","",".263",".325",".456",".781",".329","","100","0.4","-1.0","","0.5","-5.8","0.9","","399.8","14567"
"Jon Berti","Marlins","94","407","355","86","17","1","7","46","35","39","95","7","16","5","",".243",".327",".359",".686",".301","","88","1.4","-0.8","","-5.1","0.8","0.9","","268.9","12037"
"Jurickson Profar","Padres","94","374","327","81","17","1","12","46","46","36","57","6","7","2","",".247",".330",".419",".750",".320","","98","0.3","0.4","","-0.4","-2.8","0.9","","251.4","10815"
"Rowdy Tellez","Blue Jays","100","417","372","95","20","1","20","55","62","35","99","5","3","1","",".256",".326",".477",".803",".335","","109","-0.7","0.5","","4.0","-9.9","0.9","","293.6","15679"
"Alexander Kirilloff","Twins","97","394","360","99","19","2","13","49","50","25","76","4","5","2","",".275",".326",".444",".770",".325","","101","-0.2","0.0","","0.2","-5.4","0.8","","999.0","sa917929"
"Ha-seong Kim","Padres","69","279","249","65","12","1","9","35","34","24","46","3","7","3","",".259",".328",".419",".747",".318","","97","0.0","0.0","","-1.1","0.7","0.8","","999.0","sa3011918"
"Kole Calhoun","Diamondbacks","139","600","519","120","24","2","24","74","73","67","149","7","4","2","",".231",".324",".424",".748",".318","","93","-0.6","2.0","","-6.2","-4.9","0.8","","258.1","11200"
"Chad Pinder","Athletics","89","366","330","81","17","1","14","42","45","26","91","5","2","1","",".245",".308",".426",".734",".310","","96","-0.7","-1.4","","-2.6","-2.2","0.8","","532.2","15191"
"Alex Avila","Nationals","65","252","207","43","8","0","8","30","27","38","89","3","2","1","",".206",".335",".367",".702",".305","","84","-0.8","1.0","","-6.1","6.1","0.8","","599.7","7476"
"Mauricio Dubon","Giants","105","415","381","103","18","2","10","47","47","24","74","3","9","4","",".269",".316",".408",".723",".308","","90","-0.1","-1.8","","-5.3","0.0","0.8","","276.5","16530"
"Daulton Varsho","Diamondbacks","61","248","221","56","10","2","8","31","30","20","49","3","7","3","",".255",".323",".434",".757",".321","","95","0.0","0.2","","-1.7","1.7","0.8","","155.0","19918"
"Corey Dickerson","Marlins","128","552","509","134","28","3","20","66","68","33","103","4","4","2","",".264",".311",".448",".759",".317","","99","-0.7","-1.8","","-1.7","-8.2","0.8","","403.0","10762"
"James McCann","Mets","102","427","387","86","15","1","14","45","50","30","122","5","3","1","",".223",".285",".376",".661",".282","","76","-0.8","2.7","","-14.4","11.2","0.8","","174.8","12859"
"Yan Gomes","Nationals","75","300","268","63","13","1","11","34","37","23","75","4","2","1","",".234",".303",".408",".711",".301","","81","-0.6","1.0","","-8.1","7.3","0.8","","326.2","9627"
"Tyler O'Neill","Cardinals","128","519","466","108","19","1","25","62","71","42","160","5","6","2","",".232",".299",".439",".738",".310","","93","0.2","2.6","","-4.9","-4.0","0.8","","458.3","15711"
"Myles Straw","Astros","120","490","432","108","17","2","4","54","42","48","104","3","25","8","",".251",".327",".332",".659",".291","","83","1.5","-2.3","","-9.2","-0.3","0.8","","428.9","17620"
"Josh Bell","Nationals","136","583","500","128","25","2","28","80","88","74","127","5","2","1","",".256",".354",".480",".834",".347","","112","-2.1","-6.8","","6.9","-18.2","0.7","","154.1","13145"
"Manny Pina","Brewers","46","184","165","39","8","1","5","19","20","13","45","3","1","0","",".235",".301",".384",".685",".293","","77","-0.5","1.3","","-6.0","4.7","0.7","","598.0","2829"
"Bobby Dalbec","Red Sox","126","506","441","104","19","1","27","66","72","50","162","8","4","2","",".235",".322",".466",".787",".330","","101","-0.5","0.4","","-0.1","-10.4","0.7","","301.9","19966"
"Wilmer Flores","Giants","60","253","231","65","13","1","10","32","35","16","34","3","1","0","",".283",".334",".472",".806",".338","","110","-0.8","-1.7","","2.6","-3.4","0.7","","372.7","5827"
"Nick Senzel","Reds","107","461","413","103","24","2","14","57","51","37","110","4","13","5","",".249",".316",".419",".735",".313","","88","-0.3","-1.1","","-7.4","-0.2","0.7","","288.7","19293"
"Jordan Luplow","Indians","65","266","232","56","12","1","10","32","33","29","61","3","4","2","",".243",".331",".433",".764",".325","","99","0.1","1.6","","-0.2","-1.9","0.7","","999.0","16424"
